epoch,train loss,reg loss,train acc,test loss,test acc
0,1.95205150109071,0.0,tensor(30.6729),1.433782979695484,tensor(49.9500)
1,1.692614616950353,0.0,tensor(43.2087),1.128395150406192,tensor(62.9100)
2,1.5506331726526603,0.0,tensor(49.5859),1.0541471917219836,tensor(65.5300)
3,1.4678961020249588,0.0,tensor(53.2946),0.9762705721036352,tensor(69.6800)
4,1.390373687255077,0.0,tensor(56.3856),0.7829487143140851,tensor(75.7300)
